대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,자동입력코드,전체텍스트
,의료보호(E),,요양급여기준(F),,요양급여비용산정기준(요양병원)(H),,의료보호(E) > 요양급여기준(F) > 요양급여비용산정기준(요양병원)(H)
,의료보호(E),,요양급여기준(F),,요양급여비용산정기준(치료재료)(C),,의료보호(E) > 요양급여기준(F) > 요양급여비용산정기준(치료재료)(C)
,의료보호(E),,기타(G),,요양급여기준(F),,의료보호(E) > 기타(G) > 요양급여기준(F)
,의료보호(E),,기타(G),,요양급여비용산정기준(약제)(B),,의료보호(E) > 기타(G) > 요양급여비용산정기준(약제)(B)
,의료보호(E),,기타(G),,요양급여비용산정기준(요양병원)(H),,의료보호(E) > 기타(G) > 요양급여비용산정기준(요양병원)(H)
,의료보호(E),,기타(G),,요양급여비용산정기준(치료재료)(C),,의료보호(E) > 기타(G) > 요양급여비용산정기준(치료재료)(C)
,의료보호(E),,기타(G),,요양급여비용산정기준(행위)(A),,의료보호(E) > 기타(G) > 요양급여비용산정기준(행위)(A)
,의료보호(E),,기타(G),,의료보호(E),,의료보호(E) > 기타(G) > 의료보호(E)
,의료보호(E),,요양급여비용산정기준(요양병원)(H),,요양급여비용산정기준(치료재료)(C),,의료보호(E) > 요양급여비용산정기준(요양병원)(H) > 요양급여비용산정기준(치료재료)(C)
,의료보호(E),,요양급여비용산정기준(요양병원)(H),,요양급여비용산정기준(요양병원)(H),,의료보호(E) > 요양급여비용산정기준(요양병원)(H) > 요양급여비용산정기준(요양병원)(H)
,의료보호(E),,요양급여비용산정기준(요양병원)(H),,요양급여비용산정기준(약제)(B),,의료보호(E) > 요양급여비용산정기준(요양병원)(H) > 요양급여비용산정기준(약제)(B)
,의료보호(E),,요양급여비용산정기준(요양병원)(H),,요양급여기준(F),,의료보호(E) > 요양급여비용산정기준(요양병원)(H) > 요양급여기준(F)
,의료보호(E),,요양급여비용산정기준(요양병원)(H),,기타(G),,의료보호(E) > 요양급여비용산정기준(요양병원)(H) > 기타(G)
,의료보호(E),,요양급여비용산정기준(요양병원)(H),,고시 등(D),,의료보호(E) > 요양급여비용산정기준(요양병원)(H) > 고시 등(D)
,의료보호(E),,요양급여비용산정기준(치료재료)(C),,요양급여비용산정기준(요양병원)(H),,의료보호(E) > 요양급여비용산정기준(치료재료)(C) > 요양급여비용산정기준(요양병원)(H)
,의료보호(E),,요양급여비용산정기준(치료재료)(C),,요양급여비용산정기준(치료재료)(C),,의료보호(E) > 요양급여비용산정기준(치료재료)(C) > 요양급여비용산정기준(치료재료)(C)
,의료보호(E),,요양급여비용산정기준(치료재료)(C),,요양급여비용산정기준(행위)(A),,의료보호(E) > 요양급여비용산정기준(치료재료)(C) > 요양급여비용산정기준(행위)(A)
,의료보호(E),,요양급여비용산정기준(치료재료)(C),,의료보호(E),,의료보호(E) > 요양급여비용산정기준(치료재료)(C) > 의료보호(E)
,의료보호(E),,요양급여비용산정기준(치료재료)(C),,요양급여비용산정기준(약제)(B),,의료보호(E) > 요양급여비용산정기준(치료재료)(C) > 요양급여비용산정기준(약제)(B)
,의료보호(E),,요양급여비용산정기준(치료재료)(C),,요양급여기준(F),,의료보호(E) > 요양급여비용산정기준(치료재료)(C) > 요양급여기준(F)
,요양급여기준(F),,기타(G),,기타(G),,요양급여기준(F) > 기타(G) > 기타(G)
,요양급여기준(F),,기타(G),,고시 등(D),,요양급여기준(F) > 기타(G) > 고시 등(D)
,요양급여기준(F),,기타(G),,요양급여비용산정기준(치료재료)(C),,요양급여기준(F) > 기타(G) > 요양급여비용산정기준(치료재료)(C)
,요양급여기준(F),,기타(G),,요양급여비용산정기준(요양병원)(H),,요양급여기준(F) > 기타(G) > 요양급여비용산정기준(요양병원)(H)
,요양급여기준(F),,기타(G),,요양급여비용산정기준(약제)(B),,요양급여기준(F) > 기타(G) > 요양급여비용산정기준(약제)(B)
,요양급여기준(F),,기타(G),,요양급여기준(F),,요양급여기준(F) > 기타(G) > 요양급여기준(F)
,요양급여기준(F),,고시 등(D),,고시 등(D),,요양급여기준(F) > 고시 등(D) > 고시 등(D)
,요양급여기준(F),,고시 등(D),,의료보호(E),,요양급여기준(F) > 고시 등(D) > 의료보호(E)
,요양급여기준(F),,고시 등(D),,요양급여기준(F),,요양급여기준(F) > 고시 등(D) > 요양급여기준(F)
,요양급여기준(F),,고시 등(D),,기타(G),,요양급여기준(F) > 고시 등(D) > 기타(G)
,요양급여기준(F),,고시 등(D),,요양급여비용산정기준(요양병원)(H),,요양급여기준(F) > 고시 등(D) > 요양급여비용산정기준(요양병원)(H)
,요양급여기준(F),,고시 등(D),,요양급여비용산정기준(치료재료)(C),,요양급여기준(F) > 고시 등(D) > 요양급여비용산정기준(치료재료)(C)
,요양급여기준(F),,요양급여비용산정기준(치료재료)(C),,기타(G),,요양급여기준(F) > 요양급여비용산정기준(치료재료)(C) > 기타(G)
,요양급여기준(F),,요양급여비용산정기준(치료재료)(C),,요양급여비용산정기준(행위)(A),,요양급여기준(F) > 요양급여비용산정기준(치료재료)(C) > 요양급여비용산정기준(행위)(A)
,요양급여기준(F),,요양급여비용산정기준(치료재료)(C),,요양급여비용산정기준(치료재료)(C),,요양급여기준(F) > 요양급여비용산정기준(치료재료)(C) > 요양급여비용산정기준(치료재료)(C)
,요양급여기준(F),,요양급여비용산정기준(치료재료)(C),,요양급여비용산정기준(요양병원)(H),,요양급여기준(F) > 요양급여비용산정기준(치료재료)(C) > 요양급여비용산정기준(요양병원)(H)
,요양급여기준(F),,요양급여비용산정기준(치료재료)(C),,요양급여비용산정기준(약제)(B),,요양급여기준(F) > 요양급여비용산정기준(치료재료)(C) > 요양급여비용산정기준(약제)(B)
,요양급여기준(F),,요양급여비용산정기준(치료재료)(C),,요양급여기준(F),,요양급여기준(F) > 요양급여비용산정기준(치료재료)(C) > 요양급여기준(F)
,요양급여기준(F),,요양급여비용산정기준(요양병원)(H),,고시 등(D),,요양급여기준(F) > 요양급여비용산정기준(요양병원)(H) > 고시 등(D)
,요양급여기준(F),,요양급여비용산정기준(요양병원)(H),,의료보호(E),,요양급여기준(F) > 요양급여비용산정기준(요양병원)(H) > 의료보호(E)
,요양급여기준(F),,요양급여비용산정기준(요양병원)(H),,요양급여기준(F),,요양급여기준(F) > 요양급여비용산정기준(요양병원)(H) > 요양급여기준(F)
,요양급여기준(F),,요양급여비용산정기준(요양병원)(H),,기타(G),,요양급여기준(F) > 요양급여비용산정기준(요양병원)(H) > 기타(G)
,요양급여기준(F),,요양급여비용산정기준(요양병원)(H),,요양급여비용산정기준(요양병원)(H),,요양급여기준(F) > 요양급여비용산정기준(요양병원)(H) > 요양급여비용산정기준(요양병원)(H)
,요양급여기준(F),,요양급여비용산정기준(요양병원)(H),,요양급여비용산정기준(치료재료)(C),,요양급여기준(F) > 요양급여비용산정기준(요양병원)(H) > 요양급여비용산정기준(치료재료)(C)
,요양급여기준(F),,요양급여비용산정기준(약제)(B),,의료보호(E),,요양급여기준(F) > 요양급여비용산정기준(약제)(B) > 의료보호(E)
,요양급여기준(F),,요양급여비용산정기준(약제)(B),,요양급여기준(F),,요양급여기준(F) > 요양급여비용산정기준(약제)(B) > 요양급여기준(F)
,요양급여기준(F),,요양급여비용산정기준(약제)(B),,요양급여비용산정기준(약제)(B),,요양급여기준(F) > 요양급여비용산정기준(약제)(B) > 요양급여비용산정기준(약제)(B)
,요양급여기준(F),,요양급여비용산정기준(약제)(B),,요양급여비용산정기준(요양병원)(H),,요양급여기준(F) > 요양급여비용산정기준(약제)(B) > 요양급여비용산정기준(요양병원)(H)
,요양급여기준(F),,요양급여비용산정기준(약제)(B),,요양급여비용산정기준(치료재료)(C),,요양급여기준(F) > 요양급여비용산정기준(약제)(B) > 요양급여비용산정기준(치료재료)(C)
,요양급여기준(F),,요양급여비용산정기준(약제)(B),,요양급여비용산정기준(행위)(A),,요양급여기준(F) > 요양급여비용산정기준(약제)(B) > 요양급여비용산정기준(행위)(A)
,요양급여기준(F),,요양급여기준(F),,기타(G),,요양급여기준(F) > 요양급여기준(F) > 기타(G)
,요양급여기준(F),,요양급여기준(F),,고시 등(D),,요양급여기준(F) > 요양급여기준(F) > 고시 등(D)
,요양급여기준(F),,요양급여기준(F),,요양급여비용산정기준(치료재료)(C),,요양급여기준(F) > 요양급여기준(F) > 요양급여비용산정기준(치료재료)(C)
,요양급여기준(F),,요양급여기준(F),,요양급여비용산정기준(요양병원)(H),,요양급여기준(F) > 요양급여기준(F) > 요양급여비용산정기준(요양병원)(H)
,요양급여기준(F),,요양급여기준(F),,요양급여비용산정기준(약제)(B),,요양급여기준(F) > 요양급여기준(F) > 요양급여비용산정기준(약제)(B)
,요양급여기준(F),,요양급여기준(F),,요양급여기준(F),,요양급여기준(F) > 요양급여기준(F) > 요양급여기준(F)
